PDBchain1,PDBchain2,TM1,TM2,RMSD,ID1,ID2,IDali,L1,L2,Lali
AWX07865.1-78.67,WP_187106099.1-89.80,0.2887,0.3651,4.62,0.012,0.016,0.027,168,122,74
AWX07865.1-78.67,WP_187106668.1-89.16,0.2887,0.365,4.55,0.012,0.016,0.027,168,122,74
AWX07865.1-78.67,WP_205766317.1-90.71,0.6635,0.6499,2.5,0.173,0.169,0.221,168,172,131
AWX07865.1-78.67,WP_205768292.1-82.40,0.3383,0.2583,5.53,0.048,0.032,0.078,168,248,103
AWX07865.1-78.67,WP_205768727.1-81.69,0.3283,0.2507,5.75,0.012,0.008,0.019,168,250,104
AWX07865.1-78.67,WP_205769178.1-87.53,0.5555,0.5658,3.63,0.089,0.091,0.115,168,164,130
AWX07865.1-78.67,WP_205770740.1-88.35,0.6745,0.6168,2.74,0.161,0.145,0.199,168,186,136
AWX07865.1-78.67,WP_205771886.1-88.81,0.367,0.3305,4.07,0.054,0.047,0.098,168,193,92
AWX07865.1-78.67,WP_205772954.1-86.09,0.5561,0.5586,3.61,0.083,0.084,0.108,168,167,130
AWX07865.1-78.67,WP_205774081.1-89.49,0.3672,0.3307,4.06,0.054,0.047,0.098,168,193,92
AWX07865.1-78.67,WP_205774216.1-80.16,0.3354,0.2541,5.66,0.018,0.012,0.029,168,250,103
AWX07865.1-78.67,WP_205774951.1-90.80,0.6631,0.6495,2.51,0.137,0.134,0.176,168,172,131
AWX07865.1-78.67,WP_205775805.1-81.27,0.3134,0.4213,4.17,0.03,0.047,0.061,168,106,82
AWX07865.1-78.67,WP_211605239.1-82.30,0.8345,0.8201,1.29,0.607,0.596,0.703,168,171,145
AWX07865.1-78.67,WP_230466978.1-72.11,0.55,0.6788,2.45,0.131,0.167,0.202,168,132,109
AWX07865.1-78.67,WP_232528158.1-77.67,0.8049,0.7959,2.17,0.548,0.541,0.622,168,170,148
AWX07865.1-78.67,WP_233113975.1-90.81,0.2799,0.2665,5.53,0.03,0.028,0.057,168,181,87
AWX07865.1-78.67,WP_233141670.1-88.26,0.6675,0.628,2.36,0.185,0.172,0.237,168,180,131
AWX07865.1-78.67,WP_233444100.1-86.05,0.2952,0.2928,5.39,0.03,0.029,0.058,168,170,86
AWX07865.1-78.67,WP_253698019.1-77.34,0.2596,0.2937,4.81,0.024,0.029,0.056,168,140,72
AWX07865.1-78.67,WP_253730758.1-90.66,0.2853,0.3321,4.28,0.054,0.067,0.122,168,135,74
AWX07865.1-78.67,WP_253731724.1-77.53,0.2592,0.2926,4.74,0.03,0.035,0.071,168,141,70
AWX07865.1-78.67,WP_261794777.1-89.16,0.271,0.306,4.66,0.048,0.057,0.11,168,141,73
AWX08490.1-72.23,BAR48143.1-90.34,0.5638,0.4919,3.45,0.086,0.073,0.113,163,193,124
AWX08490.1-72.23,BAR50278.1-76.71,0.2219,0.2975,4.96,0.012,0.02,0.032,163,102,62
AWX08490.1-72.23,BAR52475.1-80.97,0.8027,0.7672,2.01,0.558,0.532,0.636,163,171,143
AWX08490.1-72.23,BAS49001.1-82.51,0.3328,0.3883,4.51,0.025,0.03,0.048,163,132,83
AWX08490.1-72.23,BAU16639.1-92.21,0.25,0.261,4.85,0.043,0.046,0.103,163,153,68
AWX08490.1-72.23,BAU17006.1-77.60,0.87,0.8415,2.1,0.736,0.71,0.75,163,169,160
AWX08490.1-72.23,BAU18789.1-79.04,0.9142,0.8886,1.7,0.828,0.804,0.833,163,168,162
AWX08490.1-72.23,EEO39337.1-78.51,0.4794,0.4237,4.09,0.092,0.079,0.135,163,190,111
AWX08490.1-72.23,EEO43048.1-88.38,0.2929,0.2893,5.38,0.055,0.054,0.107,163,166,84
AWX08490.1-72.23,EEU32732.1-88.93,0.293,0.2881,5.27,0.043,0.042,0.084,163,167,83
AWX08490.1-72.23,EEU32859.1-81.58,0.4783,0.4022,4,0.061,0.05,0.091,163,202,110
AWX08490.1-72.23,EEU32996.1-87.55,0.2784,0.2718,5.03,0.025,0.024,0.051,163,169,79
AWX08490.1-72.23,EFD82075.2-79.78,0.4782,0.4162,4.12,0.067,0.057,0.098,163,194,112
AWX08490.1-72.23,EGN66713.1-88.04,0.2779,0.2688,5.19,0.012,0.012,0.024,163,172,83
AWX08490.1-72.23,EGN67307.1-87.78,0.2784,0.2718,5.07,0.018,0.018,0.038,163,169,79
AWX08490.1-72.23,EGY33133.1-91.77,0.2992,0.2772,6.04,0.049,0.043,0.082,163,184,97
AWX08490.1-72.23,EHK89789.1-87.99,0.637,0.5854,2.71,0.184,0.167,0.236,163,180,127
AWX08490.1-72.23,EHK89835.1-88.07,0.2721,0.2529,5.5,0.025,0.022,0.051,163,181,78
AWX08490.1-72.23,EHK91001.1-82.96,0.3194,0.2712,5.31,0.012,0.01,0.021,163,208,94
AWX08490.1-72.23,EMB43982.1-90.06,0.2618,0.2917,5.15,0.055,0.065,0.12,163,138,75
AWX08490.1-72.23,EOA11658.1-72.56,0.5675,0.8415,1.47,0.436,0.67,0.71,163,106,100
AWX08490.1-72.23,ERJ63923.1-86.43,0.8051,0.86,1.87,0.601,0.645,0.69,163,152,142
AWX08490.1-72.23,ERJ64511.1-82.90,0.8119,0.7845,2.09,0.638,0.615,0.722,163,169,144
AWX08490.1-72.23,ERJ66464.1-81.16,0.8137,0.7863,1.99,0.638,0.615,0.722,163,169,144
AWX08490.1-72.23,ERJ66656.1-74.32,0.251,0.1754,6.19,0.037,0.021,0.071,163,284,85
AWX08490.1-72.23,ERJ82300.1-81.32,0.8095,0.7736,2.26,0.638,0.608,0.717,163,171,145
AWX08490.1-72.23,ERJ83369.1-81.77,0.8086,0.7728,2.04,0.62,0.591,0.701,163,171,144
AWX08490.1-72.23,ERJ86145.1-84.43,0.5316,0.4714,3.75,0.067,0.058,0.088,163,191,125
AWX08490.1-72.23,ERT47646.1-88.78,0.2853,0.2818,5.35,0.025,0.024,0.049,163,166,82
AWX08490.1-72.23,ETA26341.1-85.95,0.808,0.8472,2.02,0.62,0.652,0.701,163,155,144
AWX08490.1-72.23,GAP81701.1-78.36,0.5617,0.4919,3.12,0.098,0.083,0.132,163,192,121
AWX08490.1-72.23,KJJ86346.1-80.41,0.5794,0.8542,1.51,0.46,0.701,0.735,163,107,102
AWX08490.1-72.23,KJJ86519.1-89.88,0.3002,0.3289,5.03,0.055,0.062,0.115,163,144,78
AWX08490.1-72.23,KJJ87276.1-76.46,0.8964,0.8713,2.14,0.822,0.798,0.832,163,168,161
AWX08490.1-72.23,KKY61606.1-78.51,0.8738,0.8492,2.16,0.706,0.685,0.737,163,168,156
AWX08490.1-72.23,KUL98255.1-78.56,0.4765,0.422,4.14,0.092,0.079,0.134,163,190,112
AWX08490.1-72.23,KUL99308.1-87.49,0.2879,0.2811,5.1,0.031,0.03,0.061,163,169,82
AWX08490.1-72.23,KUL99823.1-87.88,0.2783,0.2679,5.18,0.012,0.012,0.024,163,173,82
AWX08490.1-72.23,KXA22114.1-88.33,0.2863,0.2828,5.04,0.037,0.036,0.073,163,166,82
AWX08490.1-72.23,KXC08061.1-81.24,0.8109,0.775,2.22,0.663,0.632,0.745,163,171,145
AWX08490.1-72.23,KYK85503.1-76.59,0.3954,0.2847,5.02,0.049,0.03,0.069,163,265,116
AWX08490.1-72.23,OLQ21168.1-82.08,0.8065,0.7708,1.97,0.644,0.614,0.734,163,171,143
AWX08490.1-72.23,OWP31724.1-79.77,0.9296,0.9034,1.57,0.871,0.845,0.871,163,168,163
AWX08490.1-72.23,OWP32476.1-91.64,0.259,0.266,5.16,0.018,0.019,0.043,163,157,70
AWX08490.1-72.23,OWP34023.1-74.77,0.2218,0.2765,4.54,0.025,0.033,0.073,163,121,55
AWX08490.1-72.23,OWR82820.1-86.35,0.8092,0.8646,1.78,0.638,0.684,0.732,163,152,142
AWX08490.1-72.23,PCR85716.1-87.87,0.2786,0.269,5.01,0.018,0.017,0.037,163,172,80
AWX08490.1-72.23,PDP56801.1-82.17,0.8121,0.7847,2,0.632,0.609,0.715,163,169,144
AWX08490.1-72.23,PDP61269.1-79.88,0.9312,0.9049,1.46,0.804,0.78,0.809,163,168,162
AWX08490.1-72.23,PDP61486.1-82.90,0.8122,0.7847,1.97,0.632,0.609,0.72,163,169,143
AWX08490.1-72.23,PDP68574.1-79.22,0.8533,0.8291,1.46,0.681,0.661,0.75,163,168,148
AWX08490.1-72.23,PDP69242.1-79.49,0.8925,0.8674,2.04,0.859,0.833,0.886,163,168,158
AWX08490.1-72.23,PDP76386.1-76.81,0.8853,0.8606,2.22,0.773,0.75,0.787,163,168,160
AWX08490.1-72.23,PDP76608.1-79.93,0.8295,0.8153,1.59,0.663,0.651,0.745,163,166,145
AWX08490.1-72.23,PDP79289.1-82.68,0.8157,0.788,2.01,0.62,0.598,0.701,163,169,144
AWX08490.1-72.23,PDP80394.1-81.87,0.8084,0.7813,2.08,0.601,0.58,0.681,163,169,144
AWX08490.1-72.23,PDP82206.1-79.47,0.8774,0.8479,2.35,0.779,0.751,0.804,163,169,158
AWX08490.1-72.23,PGH20633.1-88.73,0.285,0.2814,5.11,0.025,0.024,0.05,163,166,80
AWX08490.1-72.23,PGH21735.1-87.63,0.2887,0.282,5.02,0.025,0.024,0.049,163,169,82
AWX08490.1-72.23,PGH22407.1-87.65,0.2924,0.2852,5.23,0.025,0.024,0.048,163,169,83
AWX08490.1-72.23,PHH97487.1-87.77,0.2776,0.2682,5.17,0.012,0.012,0.024,163,172,82
AWX08490.1-72.23,PHI05755.1-88.92,0.2772,0.3291,4.87,0.031,0.04,0.066,163,125,76
AWX08490.1-72.23,PHI06540.1-87.66,0.275,0.2877,5.36,0.037,0.039,0.075,163,152,80
AWX08490.1-72.23,PHI08326.1-87.96,0.2785,0.2692,5.05,0.025,0.023,0.049,163,172,82
AWX08490.1-72.23,PHI13657.1-89.00,0.2766,0.3287,4.93,0.025,0.032,0.053,163,125,76
AWX08490.1-72.23,PIK17204.1-80.00,0.8412,0.817,1.37,0.712,0.69,0.811,163,168,143
AWX08490.1-72.23,PIK17411.1-90.13,0.3359,0.2228,5.79,0.037,0.02,0.058,163,294,104
AWX08490.1-72.23,PIK19369.1-79.78,0.8813,0.8517,2.45,0.767,0.74,0.786,163,169,159
AWX08490.1-72.23,PIK19759.1-90.23,0.2953,0.3155,5.25,0.031,0.034,0.058,163,147,86
AWX08490.1-72.23,PIK20109.1-91.74,0.2326,0.2393,5.2,0.018,0.019,0.043,163,156,70
AWX08490.1-72.23,PIN27250.1-82.03,0.5814,0.8569,1.42,0.534,0.813,0.853,163,107,102
AWX08490.1-72.23,PIN27259.1-71.98,0.5763,0.8466,1.52,0.509,0.776,0.814,163,107,102
AWX08490.1-72.23,PIN27300.1-79.97,0.8963,0.8667,2.14,0.791,0.763,0.791,163,169,163
AWX08490.1-72.23,PIN29465.1-82.38,0.5478,0.5247,3.51,0.08,0.076,0.107,163,172,121
AWX08490.1-72.23,PJE99021.1-78.83,0.8706,0.8412,1.93,0.718,0.692,0.765,163,169,153
AWX08490.1-72.23,PJI21017.1-80.35,0.8732,0.8489,2.22,0.779,0.756,0.804,163,168,158
AWX08490.1-72.23,PJI24363.1-91.77,0.2521,0.2596,5.41,0.025,0.026,0.055,163,156,73
AWX08490.1-72.23,PJI24389.1-79.82,0.9074,0.8819,1.97,0.84,0.815,0.846,163,168,162
AWX08490.1-72.23,PJI25578.1-79.82,0.9021,0.8769,2.07,0.865,0.839,0.87,163,168,162
AWX08490.1-72.23,PJI26311.1-78.95,0.8446,0.8207,1.86,0.761,0.738,0.832,163,168,149
AWX08490.1-72.23,PJI27691.1-81.67,0.7631,0.8439,2.18,0.534,0.596,0.617,163,146,141
AWX08490.1-72.23,QEH45386.1-79.91,0.3361,0.3866,4.32,0.055,0.067,0.106,163,134,85
AWX08490.1-72.23,QUI90514.1-80.68,0.8127,0.7765,2.02,0.644,0.614,0.729,163,171,144
AWX08490.1-72.23,QYR65713.1-84.78,0.2889,0.3183,4.77,0.043,0.049,0.095,163,143,74
AWX08490.1-72.23,QYR66967.1-88.53,0.2789,0.2963,5.05,0.025,0.027,0.052,163,149,77
AWX08490.1-72.23,RQD99704.1-79.61,0.842,0.8136,1.91,0.632,0.609,0.696,163,169,148
AWX08490.1-72.23,RQE06608.1-79.37,0.8596,0.8353,1.74,0.791,0.768,0.854,163,168,151
AWX08490.1-72.23,RRD62062.1-71.00,0.2538,0.1651,5.08,0.031,0.017,0.071,163,292,70
AWX08490.1-72.23,RRD75271.1-89.19,0.3459,0.3974,3.8,0.031,0.036,0.065,163,137,77
AWX08490.1-72.23,SJL19104.1-79.65,0.8535,0.8388,1.32,0.687,0.675,0.762,163,166,147
AWX08490.1-72.23,SJL19364.1-82.60,0.8158,0.7882,2.02,0.632,0.609,0.715,163,169,144
AWX08490.1-72.23,SJL25880.1-82.17,0.8094,0.7736,2.01,0.632,0.602,0.715,163,171,144
AWX08490.1-72.23,TYB11840.1-89.18,0.2749,0.2563,5.41,0.037,0.033,0.075,163,181,80
AWX08490.1-72.23,UTC88072.1-77.81,0.2626,0.2576,5.7,0.025,0.024,0.049,163,168,81
AWX08490.1-72.23,VTX56655.1-88.51,0.2909,0.2873,5.16,0.049,0.048,0.098,163,166,82
AWX08490.1-72.23,WP_002668050.1-90.90,0.2692,0.2044,5.35,0.025,0.016,0.05,163,244,80
AWX08490.1-72.23,WP_002689100.1-89.84,0.2608,0.2911,4.98,0.031,0.036,0.068,163,138,73
AWX08490.1-72.23,WP_005560990.1-89.93,0.3033,0.3008,5.43,0.043,0.042,0.079,163,165,89
AWX08490.1-72.23,WP_010697710.1-89.23,0.2587,0.2879,5.36,0.031,0.036,0.066,163,138,76
AWX08490.1-72.23,WP_080574655.1-84.27,0.6009,0.5748,3.26,0.166,0.157,0.211,163,172,128
AWX08490.1-72.23,WP_097657165.1-87.74,0.7873,0.7966,1.46,0.521,0.528,0.62,163,161,137
AWX08490.1-72.23,WP_150153335.1-89.35,0.2786,0.3426,4.98,0.037,0.049,0.082,163,122,73
AWX08490.1-72.23,WP_150153577.1-82.68,0.481,0.4043,4.11,0.061,0.05,0.09,163,202,111
AWX08490.1-72.23,WP_155642491.1-88.57,0.2539,0.2423,6.11,0.037,0.034,0.076,163,175,79
AWX08490.1-72.23,WP_187106099.1-89.80,0.2536,0.3102,5.15,0.018,0.025,0.044,163,122,68
AWX08490.1-72.23,WP_187106668.1-89.16,0.2476,0.3031,5.04,0.031,0.041,0.076,163,122,66
AWX08490.1-72.23,WP_205766317.1-90.71,0.6328,0.6047,2.98,0.16,0.151,0.203,163,172,128
AWX08490.1-72.23,WP_205768292.1-82.40,0.3114,0.239,6.14,0.025,0.016,0.038,163,248,105
AWX08490.1-72.23,WP_205768727.1-81.69,0.3457,0.2528,5.01,0.037,0.024,0.063,163,250,95
AWX08490.1-72.23,WP_205769178.1-87.53,0.536,0.5334,3.83,0.086,0.085,0.11,163,164,127
AWX08490.1-72.23,WP_205770740.1-88.35,0.652,0.5816,2.7,0.147,0.129,0.185,163,186,130
AWX08490.1-72.23,WP_205771886.1-88.81,0.3146,0.2822,5.64,0.025,0.021,0.041,163,193,97
AWX08490.1-72.23,WP_205772954.1-86.09,0.5378,0.5281,3.65,0.067,0.066,0.088,163,167,125
AWX08490.1-72.23,WP_205774081.1-89.49,0.3105,0.2789,5.69,0.018,0.016,0.031,163,193,97
AWX08490.1-72.23,WP_205774216.1-80.16,0.3646,0.2685,5.19,0.031,0.02,0.049,163,250,103
AWX08490.1-72.23,WP_205774951.1-90.80,0.6346,0.6061,2.67,0.129,0.122,0.167,163,172,126
AWX08490.1-72.23,WP_205775805.1-81.27,0.3115,0.4122,4.44,0.006,0.009,0.012,163,106,81
AWX08490.1-72.23,WP_211605239.1-82.30,0.8087,0.7729,2.05,0.632,0.602,0.715,163,171,144
AWX08490.1-72.23,WP_230466978.1-72.11,0.5253,0.6279,2.57,0.135,0.167,0.212,163,132,104
AWX08490.1-72.23,WP_232528158.1-77.67,0.7804,0.7506,2.43,0.54,0.518,0.607,163,170,145
AWX08490.1-72.23,WP_233113975.1-90.81,0.2753,0.2567,5.25,0,0,0,163,181,80
AWX08490.1-72.23,WP_233141670.1-88.26,0.6385,0.5866,2.7,0.178,0.161,0.228,163,180,127
AWX08490.1-72.23,WP_233444100.1-86.05,0.3047,0.2959,5.21,0.049,0.047,0.095,163,170,84
AWX08490.1-72.23,WP_253698019.1-77.34,0.2635,0.2908,4.9,0.055,0.064,0.122,163,140,74
AWX08490.1-72.23,WP_253730758.1-90.66,0.2598,0.293,5.11,0.025,0.03,0.053,163,135,75
AWX08490.1-72.23,WP_253731724.1-77.53,0.2626,0.288,4.98,0.049,0.057,0.107,163,141,75
AWX08490.1-72.23,WP_261794777.1-89.16,0.2624,0.2931,4.95,0.018,0.021,0.045,163,141,66
BAR48143.1-90.34,BAR50278.1-76.71,0.2099,0.3123,5.17,0.01,0.02,0.029,193,102,68
BAR48143.1-90.34,BAR52475.1-80.97,0.5088,0.5611,3.42,0.083,0.094,0.125,193,171,128
BAR48143.1-90.34,BAS49001.1-82.51,0.3507,0.4665,3.93,0.036,0.053,0.074,193,132,94
BAR48143.1-90.34,BAU16639.1-92.21,0.2413,0.2822,5.29,0.031,0.039,0.077,193,153,78
BAR48143.1-90.34,BAU17006.1-77.60,0.5027,0.5584,3.56,0.078,0.089,0.115,193,169,130
BAR48143.1-90.34,BAU18789.1-79.04,0.5155,0.5776,3.36,0.067,0.077,0.102,193,168,128
BAR48143.1-90.34,EEO39337.1-78.51,0.4215,0.4269,3.29,0.057,0.058,0.105,193,190,105
BAR48143.1-90.34,EEO43048.1-88.38,0.2714,0.3038,4.29,0.052,0.06,0.132,193,166,76
BAR48143.1-90.34,EEU32732.1-88.93,0.2759,0.3068,4.58,0.036,0.042,0.086,193,167,81
BAR48143.1-90.34,EEU32859.1-81.58,0.4185,0.4036,3.87,0.062,0.059,0.108,193,202,111
BAR48143.1-90.34,EEU32996.1-87.55,0.2842,0.3137,4.68,0.078,0.089,0.181,193,169,83
BAR48143.1-90.34,EFD82075.2-79.78,0.4075,0.4058,4.19,0.057,0.057,0.098,193,194,112
BAR48143.1-90.34,EGN66713.1-88.04,0.2837,0.3097,4.56,0.052,0.058,0.123,193,172,81
BAR48143.1-90.34,EGN67307.1-87.78,0.2845,0.3143,4.45,0.067,0.077,0.16,193,169,81
BAR48143.1-90.34,EGY33133.1-91.77,0.2831,0.292,5.93,0.041,0.043,0.078,193,184,102
BAR48143.1-90.34,EHK89789.1-87.99,0.5707,0.6053,3.04,0.083,0.089,0.117,193,180,137
BAR48143.1-90.34,EHK89835.1-88.07,0.2996,0.3123,5.71,0.021,0.022,0.038,193,181,104
BAR48143.1-90.34,EHK91001.1-82.96,0.2752,0.2623,5.91,0.041,0.038,0.08,193,208,100
BAR48143.1-90.34,EMB43982.1-90.06,0.2372,0.2989,4.88,0.01,0.014,0.027,193,138,73
BAR48143.1-90.34,EOA11658.1-72.56,0.3863,0.6181,3.26,0.047,0.085,0.095,193,106,95
BAR48143.1-90.34,ERJ63923.1-86.43,0.5064,0.6129,3.46,0.078,0.099,0.117,193,152,128
BAR48143.1-90.34,ERJ64511.1-82.90,0.5076,0.565,3.43,0.083,0.095,0.125,193,169,128
BAR48143.1-90.34,ERJ66464.1-81.16,0.508,0.5656,3.43,0.088,0.101,0.133,193,169,128
BAR48143.1-90.34,ERJ66656.1-74.32,0.2909,0.2218,5.64,0.021,0.014,0.04,193,284,100
BAR48143.1-90.34,ERJ82300.1-81.32,0.5088,0.561,3.4,0.088,0.099,0.133,193,171,128
BAR48143.1-90.34,ERJ83369.1-81.77,0.5079,0.56,3.42,0.088,0.099,0.133,193,171,128
BAR48143.1-90.34,ERJ86145.1-84.43,0.8521,0.8608,1.43,0.487,0.492,0.547,193,191,172
BAR48143.1-90.34,ERT47646.1-88.78,0.2755,0.3077,4.58,0.047,0.054,0.111,193,166,81
BAR48143.1-90.34,ETA26341.1-85.95,0.5076,0.6049,3.42,0.093,0.116,0.141,193,155,128
BAR48143.1-90.34,GAP81701.1-78.36,0.7959,0.7998,1.97,0.44,0.443,0.506,193,192,168
BAR48143.1-90.34,KJJ86346.1-80.41,0.3914,0.606,3.52,0.067,0.121,0.129,193,107,101
BAR48143.1-90.34,KJJ86519.1-89.88,0.2945,0.3637,5.21,0.031,0.042,0.066,193,144,91
BAR48143.1-90.34,KJJ87276.1-76.46,0.5133,0.5749,3.4,0.062,0.071,0.094,193,168,128
BAR48143.1-90.34,KKY61606.1-78.51,0.5153,0.577,3.33,0.073,0.083,0.109,193,168,128
BAR48143.1-90.34,KUL98255.1-78.56,0.4175,0.4229,3.66,0.067,0.068,0.121,193,190,107
BAR48143.1-90.34,KUL99308.1-87.49,0.2848,0.3144,4.67,0.067,0.077,0.157,193,169,83
BAR48143.1-90.34,KUL99823.1-87.88,0.2814,0.3057,4.47,0.047,0.052,0.113,193,173,80
BAR48143.1-90.34,KXA22114.1-88.33,0.2701,0.3021,4.3,0.052,0.06,0.132,193,166,76
BAR48143.1-90.34,KXC08061.1-81.24,0.5076,0.5597,3.41,0.088,0.099,0.133,193,171,128
BAR48143.1-90.34,KYK85503.1-76.59,0.4721,0.3614,3.39,0.062,0.045,0.102,193,265,118
BAR48143.1-90.34,OLQ21168.1-82.08,0.5064,0.5583,3.46,0.078,0.088,0.117,193,171,128
BAR48143.1-90.34,OWP31724.1-79.77,0.5107,0.5719,3.41,0.062,0.071,0.094,193,168,128
BAR48143.1-90.34,OWP32476.1-91.64,0.2408,0.2763,5.47,0.031,0.038,0.076,193,157,79
BAR48143.1-90.34,OWP34023.1-74.77,0.2166,0.2964,4.9,0.026,0.041,0.075,193,121,67
BAR48143.1-90.34,OWR82820.1-86.35,0.5074,0.6142,3.44,0.088,0.112,0.133,193,152,128
BAR48143.1-90.34,PCR85716.1-87.87,0.2821,0.3078,4.59,0.036,0.041,0.086,193,172,81
BAR48143.1-90.34,PDP56801.1-82.17,0.5064,0.5636,3.45,0.088,0.101,0.133,193,169,128
BAR48143.1-90.34,PDP61269.1-79.88,0.5117,0.5729,3.39,0.062,0.071,0.094,193,168,128
BAR48143.1-90.34,PDP61486.1-82.90,0.5083,0.566,3.42,0.078,0.089,0.117,193,169,128
BAR48143.1-90.34,PDP68574.1-79.22,0.5119,0.5732,3.4,0.067,0.077,0.102,193,168,128
BAR48143.1-90.34,PDP69242.1-79.49,0.5089,0.5696,3.43,0.067,0.077,0.102,193,168,128
BAR48143.1-90.34,PDP76386.1-76.81,0.5109,0.5722,3.31,0.078,0.089,0.118,193,168,127
BAR48143.1-90.34,PDP76608.1-79.93,0.5123,0.5792,3.41,0.073,0.084,0.109,193,166,128
BAR48143.1-90.34,PDP79289.1-82.68,0.509,0.5667,3.41,0.083,0.095,0.125,193,169,128
BAR48143.1-90.34,PDP80394.1-81.87,0.5093,0.5672,3.41,0.078,0.089,0.117,193,169,128
BAR48143.1-90.34,PDP82206.1-79.47,0.5117,0.5699,3.46,0.073,0.083,0.109,193,169,129
BAR48143.1-90.34,PGH20633.1-88.73,0.2672,0.297,4.49,0.057,0.066,0.139,193,166,79
BAR48143.1-90.34,PGH21735.1-87.63,0.2838,0.3133,4.73,0.067,0.077,0.157,193,169,83
BAR48143.1-90.34,PGH22407.1-87.65,0.2886,0.3198,4.26,0.047,0.053,0.113,193,169,80
BAR48143.1-90.34,PHH97487.1-87.77,0.2809,0.3067,4.5,0.057,0.064,0.138,193,172,80
BAR48143.1-90.34,PHI05755.1-88.92,0.2461,0.3372,4.51,0.031,0.048,0.085,193,125,71
BAR48143.1-90.34,PHI06540.1-87.66,0.2518,0.2963,5.19,0.026,0.033,0.062,193,152,80
BAR48143.1-90.34,PHI08326.1-87.96,0.2839,0.3102,4.21,0.026,0.029,0.064,193,172,78
BAR48143.1-90.34,PHI13657.1-89.00,0.2481,0.3391,4.53,0.036,0.056,0.097,193,125,72
BAR48143.1-90.34,PIK17204.1-80.00,0.515,0.5769,3.34,0.062,0.071,0.094,193,168,128
BAR48143.1-90.34,PIK17411.1-90.13,0.2915,0.2187,5.8,0.041,0.027,0.077,193,294,104
BAR48143.1-90.34,PIK19369.1-79.78,0.5098,0.5678,3.55,0.067,0.077,0.101,193,169,129
BAR48143.1-90.34,PIK19759.1-90.23,0.2721,0.3265,5.24,0.026,0.034,0.057,193,147,88
BAR48143.1-90.34,PIK20109.1-91.74,0.2505,0.2875,5.61,0.036,0.045,0.082,193,156,85
BAR48143.1-90.34,PIN27250.1-82.03,0.3861,0.6116,3.37,0.041,0.075,0.083,193,107,96
BAR48143.1-90.34,PIN27259.1-71.98,0.3924,0.6131,3.67,0.047,0.084,0.089,193,107,101
BAR48143.1-90.34,PIN27300.1-79.97,0.5061,0.5629,3.5,0.078,0.089,0.116,193,169,129
BAR48143.1-90.34,PIN29465.1-82.38,0.78,0.8679,1.9,0.238,0.267,0.279,193,172,165
BAR48143.1-90.34,PJE99021.1-78.83,0.5128,0.571,3.41,0.078,0.089,0.116,193,169,129
BAR48143.1-90.34,PJI21017.1-80.35,0.5098,0.5705,3.42,0.073,0.083,0.109,193,168,128
BAR48143.1-90.34,PJI24363.1-91.77,0.2484,0.2848,5.65,0.031,0.038,0.071,193,156,85
BAR48143.1-90.34,PJI24389.1-79.82,0.5126,0.5741,3.38,0.073,0.083,0.109,193,168,128
BAR48143.1-90.34,PJI25578.1-79.82,0.5074,0.5677,3.44,0.067,0.077,0.102,193,168,128
BAR48143.1-90.34,PJI26311.1-78.95,0.5089,0.5692,3.42,0.067,0.077,0.102,193,168,128
BAR48143.1-90.34,PJI27691.1-81.67,0.5061,0.6315,3.48,0.078,0.103,0.117,193,146,128
BAR48143.1-90.34,QEH45386.1-79.91,0.3408,0.4416,4.64,0.062,0.09,0.12,193,134,100
BAR48143.1-90.34,QUI90514.1-80.68,0.5076,0.5598,3.43,0.088,0.099,0.133,193,171,128
BAR48143.1-90.34,QYR65713.1-84.78,0.2529,0.3191,3.94,0.016,0.021,0.045,193,143,67
BAR48143.1-90.34,QYR66967.1-88.53,0.2667,0.3215,4.46,0.036,0.047,0.091,193,149,77
BAR48143.1-90.34,RQD99704.1-79.61,0.5101,0.5679,3.39,0.073,0.083,0.109,193,169,128
BAR48143.1-90.34,RQE06608.1-79.37,0.5118,0.5727,3.39,0.078,0.089,0.117,193,168,128
BAR48143.1-90.34,RRD62062.1-71.00,0.2263,0.1696,6.3,0.021,0.014,0.048,193,292,83
BAR48143.1-90.34,RRD75271.1-89.19,0.2953,0.3805,4.25,0.052,0.073,0.122,193,137,82
BAR48143.1-90.34,SJL19104.1-79.65,0.5154,0.583,3.35,0.067,0.078,0.102,193,166,128
BAR48143.1-90.34,SJL19364.1-82.60,0.5076,0.5652,3.43,0.078,0.089,0.117,193,169,128
BAR48143.1-90.34,SJL25880.1-82.17,0.5079,0.5602,3.42,0.093,0.105,0.141,193,171,128
BAR48143.1-90.34,TYB11840.1-89.18,0.305,0.318,5.64,0.031,0.033,0.057,193,181,105
BAR48143.1-90.34,UTC88072.1-77.81,0.2785,0.3055,5.36,0.021,0.024,0.043,193,168,92
BAR48143.1-90.34,VTX56655.1-88.51,0.2702,0.3021,4.29,0.052,0.06,0.132,193,166,76
BAR48143.1-90.34,WP_002668050.1-90.90,0.3031,0.2595,5.92,0.036,0.029,0.064,193,244,109
BAR48143.1-90.34,WP_002689100.1-89.84,0.2387,0.2992,5,0.005,0.007,0.013,193,138,75
BAR48143.1-90.34,WP_005560990.1-89.93,0.2728,0.3059,4.59,0.026,0.03,0.062,193,165,80
BAR48143.1-90.34,WP_010697710.1-89.23,0.2534,0.3254,4.71,0.021,0.029,0.055,193,138,73
